             ID                                                                                             Station                                             River                                             Basin                         Country       lon       lat elevation     EGM08     EGM96                       Satellite       Start Date         End Date       Status
000000000000071                                                                                             ID_0071                                             River                                             basin                         country  -66.3580   -2.5750  -99.0000    6.0000    6.8000                       satellite       start_date         end_date       status
000000000000072                                                                                             ID_0072                                             River                                             basin                         country  -66.4420   -2.3920  -99.0000    5.9170    6.7000                       satellite       start_date         end_date       status
000000000000073                                                                                             ID_0073                                             River                                             basin                         country  -66.6080   -2.5080  -99.0000    6.4080    7.2000                       satellite       start_date         end_date       status
000000000000074                                                                                             ID_0074                                             River                                             basin                         country  -66.6750   -2.6920  -99.0000    6.7310    7.5900                       satellite       start_date         end_date       status
000000000000075                                                                                             ID_0075                                             River                                             basin                         country  -66.8920   -2.6750  -99.0000    6.9730    7.9000                       satellite       start_date         end_date       status
000000000000076                                                                                             ID_0076                                             River                                             basin                         country  -67.2080   -2.6750  -99.0000    7.3430    8.3700                       satellite       start_date         end_date       status
000000000000077                                                                                             ID_0077                                             River                                             basin                         country  -67.5080   -2.7420  -99.0000    7.8650    8.9300                       satellite       start_date         end_date       status
000000000000078                                                                                             ID_0078                                             River                                             basin                         country  -67.7250   -2.8250  -99.0000    8.4030    9.4600                       satellite       start_date         end_date       status
000000000000079                                                                                             ID_0079                                             River                                             basin                         country  -67.8420   -2.9920  -99.0000    8.8440    9.9100                       satellite       start_date         end_date       status
000000000000080                                                                                             ID_0080                                             River                                             basin                         country  -68.0080   -3.3420  -99.0000    9.9880   11.1000                       satellite       start_date         end_date       status
000000000000081                                                                                             ID_0081                                             River                                             basin                         country  -68.1920   -3.3420  -99.0000   10.7090   11.6800                       satellite       start_date         end_date       status
000000000000082                                                                                             ID_0082                                             River                                             basin                         country  -68.4920   -3.3920  -99.0000   11.9840   12.8900                       satellite       start_date         end_date       status
000000000000083                                                                                             ID_0083                                             River                                             basin                         country  -68.7250   -3.4080  -99.0000   13.0630   13.9700                       satellite       start_date         end_date       status
000000000000084                                                                                             ID_0084                                             River                                             basin                         country  -68.9920   -3.4420  -99.0000   14.3480   15.2000                       satellite       start_date         end_date       status
000000000000085                                                                                             ID_0085                                             River                                             basin                         country  -69.3420   -3.5080  -99.0000   15.7290   16.2800                       satellite       start_date         end_date       status
000000000000086                                                                                             ID_0086                                             River                                             basin                         country  -69.4080   -3.7580  -99.0000   16.2690   16.7700                       satellite       start_date         end_date       status
000000000000087                                                                                             ID_0087                                             River                                             basin                         country  -69.4080   -3.9580  -99.0000   16.6680   17.1700                       satellite       start_date         end_date       status
000000000000088                                                                                             ID_0088                                             River                                             basin                         country  -69.5250   -4.1080  -99.0000   17.3430   17.7200                       satellite       start_date         end_date       status
000000000000089                                                                                             ID_0089                                             River                                             basin                         country  -69.4080   -4.1750  -99.0000   17.2390   17.7400                       satellite       start_date         end_date       status
000000000000090                                                                                             ID_0090                                             River                                             basin                         country  -69.7580   -4.3580  -99.0000   18.0890   18.5100                       satellite       start_date         end_date       status
000000000000091                                                                                             ID_0091                                             River                                             basin                         country  -69.8420   -4.3420  -99.0000   18.1190   18.5200                       satellite       start_date         end_date       status
000000000000092                                                                                             ID_0092                                             River                                             basin                         country  -70.1080   -4.0580  -99.0000   18.2040   18.4600                       satellite       start_date         end_date       status
000000000000093                                                                                             ID_0093                                             River                                             basin                         country  -70.2580   -3.8920  -99.0000   18.3520   18.6500                       satellite       start_date         end_date       status
000000000000094                                                                                             ID_0094                                             River                                             basin                         country  -70.5080   -3.8750  -99.0000   18.9190   19.1800                       satellite       start_date         end_date       status
000000000000095                                                                                             ID_0095                                             River                                             basin                         country  -70.6250   -3.8580  -99.0000   19.1730   19.4100                       satellite       start_date         end_date       status
000000000000096                                                                                             ID_0096                                             River                                             basin                         country  -70.8750   -3.9250  -99.0000   19.8290   19.9700                       satellite       start_date         end_date       status
000000000000097                                                                                             ID_0097                                             River                                             basin                         country  -71.1580   -3.9920  -99.0000   20.4210   20.4600                       satellite       start_date         end_date       status
000000000000098                                                                                             ID_0098                                             River                                             basin                         country  -71.2080   -3.9250  -99.0000   20.3980   20.4200                       satellite       start_date         end_date       status
000000000000099                                                                                             ID_0099                                             River                                             basin                         country  -71.2420   -3.8420  -99.0000   20.3290   20.3300                       satellite       start_date         end_date       status
000000000000100                                                                                             ID_0100                                             River                                             basin                         country  -71.5080   -3.8580  -99.0000   20.5730   20.5700                       satellite       start_date         end_date       status
000000000000101                                                                                             ID_0101                                             River                                             basin                         country  -71.6080   -3.7580  -99.0000   20.5620   20.5400                       satellite       start_date         end_date       status
000000000000102                                                                                             ID_0102                                             River                                             basin                         country  -71.7580   -3.4580  -99.0000   20.4570   20.2700                       satellite       start_date         end_date       status
000000000000103                                                                                             ID_0103                                             River                                             basin                         country  -71.9250   -3.4080  -99.0000   20.3630   20.2600                       satellite       start_date         end_date       status
000000000000104                                                                                             ID_0104                                             River                                             basin                         country  -72.1750   -3.4920  -99.0000   20.1900   20.4200                       satellite       start_date         end_date       status
