time,chainage [m],lat,lon,observed height [m],outlier
20101202 11:58:37,1179669.74,29.250377,92.22566,5438.16,1
20100811 05:41:56,1179877.62,29.248272,92.226693,5575.47,1
20110521 15:39:12,1181907.14,29.244891,92.246747,5034.96,1
20100810 17:36:12,1193296.8,29.223721,92.357309,5685.09,1
20120131 03:01:52,1198620,29.24925,92.397961,5668.28,1
20120424 22:49:14,1205878.8,29.254058,92.460658,5553.65,1
20130428 04:32:56,1208888.69,29.235623,92.480682,5358.78,1
20130722 00:20:10,1227554.35,29.148501,92.581505,5299.69,1
20121011 14:23:51,1230362.91,29.136202,92.601908,3266.15,1
20120424 10:43:24,1232042.25,29.127016,92.589002,4155.08,1
20130427 16:27:13,1235949.98,29.097185,92.607894,4260.92,1
20130427 16:27:13,1237221.38,29.105481,92.616643,4279.84,1
20130201 20:39:56,1238676.01,29.115489,92.62458,5272.8,1
20130330 05:58:03,1247152.72,29.126915,92.69574,3157.44,0
20130330 05:58:03,1247451.52,29.124274,92.695058,3154.86,0
20130330 05:58:03,1247744.5,29.121602,92.695369,3156.1,0
20120718 06:30:47,1255162.4,29.106524,92.713429,4923.43,1
20130330 05:58:03,1255581.12,29.102348,92.715528,3142.03,0
20120327 00:14:12,1256366.81,29.095101,92.715607,5180.88,1
20120102 04:26:48,1257740.1,29.084207,92.721873,5126.06,1
20120327 00:14:12,1258708.38,29.078381,92.728802,5167.23,1
20110617 14:16:41,1263636.72,29.088356,92.761534,5275.64,1
20130623 01:45:20,1266126.9,29.073433,92.779659,5171.94,1
20120327 00:14:12,1266250.17,29.074061,92.780932,5168.39,1
20121011 02:18:08,1271875.76,29.068,92.818007,5025.96,1
20131014 08:01:38,1272762.89,29.075433,92.821821,5041.16,1
20121011 02:18:08,1272776.95,29.076088,92.821101,4858.19,1
20110617 14:16:41,1273053.13,29.078425,92.822255,5258.53,1
20130623 01:45:20,1273268.5,29.082878,92.824517,5183,1
20130623 01:45:20,1274420.09,29.074447,92.835109,5180.06,1
20120101 16:20:59,1275251.61,29.077416,92.843067,3112.98,0
20130915 21:32:23,1278061.38,29.07327,92.867724,3110,0
20120326 12:08:27,1287443.79,29.054188,92.945207,5199.04,1
20120227 01:39:12,1291339.38,29.057566,92.976477,5248.12,1
20121206 11:36:04,1291705.1,29.05585,92.979792,5155.83,1
20120326 12:08:27,1292111.71,29.052626,92.981936,5199.88,1
20100906 16:13:43,1293606.16,29.045934,92.992717,5218.18,1
20100906 16:13:43,1294093.72,29.048753,92.997103,5304.98,1
20111204 05:51:34,1294183.72,29.048825,92.998026,5148.59,1
20130301 07:23:06,1297246.36,29.045635,93.029001,5184.71,1
20110519 15:41:36,1300941.3,29.042839,93.066092,5072.49,1
20130525 03:10:19,1300993.58,29.042518,93.06691,3077.68,0
20130525 03:10:19,1301187.63,29.045209,93.068594,3078.02,0
20121205 23:30:17,1301416.17,29.046951,93.06675,3079.15,0
20111203 17:45:52,1301428.88,29.047035,93.066581,3076.75,0
20130525 03:10:19,1301908.62,29.050717,93.067906,3075.79,0
20120814 17:14:03,1302131.98,29.051804,93.069807,3078.63,0
20120521 21:26:33,1302421.96,29.053184,93.0723,3075.99,0
20111203 17:45:52,1302594.4,29.055185,93.071521,3075.38,0
20130525 03:10:19,1302689.2,29.056081,93.071713,3075.27,0
20121205 23:30:17,1302892.69,29.057999,93.071308,3074.72,0
20130525 03:10:19,1303376.94,29.061471,93.074251,3072.48,0
20130525 03:10:19,1304593.53,29.072279,93.076452,3070.71,0
20121205 23:30:17,1310878.97,29.113709,93.11184,3060.75,0
20110223 07:48:16,1311444.82,29.115211,93.117366,5104.66,1
20120226 13:33:31,1311540.74,29.117079,93.11755,5110.76,1
20111203 17:45:52,1312271.1,29.12329,93.119067,3059.29,0
20101130 12:01:04,1312635.96,29.126704,93.118444,3058.91,0
20121205 23:30:17,1312724.16,29.127534,93.118589,3058.25,0
20101130 12:01:04,1312922.11,29.129441,93.118823,3058.13,0
20121205 23:30:17,1314250.06,29.138681,93.126809,3055.2,0
20120521 21:26:33,1316219.58,29.133564,93.145039,4991.73,1
20101102 01:31:55,1317170.35,29.125886,93.148952,5035.82,1
20121205 23:30:17,1317190.22,29.125725,93.148564,3049.81,0
20130525 03:10:19,1317345.78,29.124339,93.148266,4832.68,1
20101102 01:31:55,1317473.47,29.123209,93.147855,5000.64,1
20110519 15:41:36,1320020,29.100198,93.146929,5244.6,1
20111203 17:45:52,1320325.61,29.097497,93.147486,3046.13,0
20111203 17:45:52,1320626.8,29.094851,93.148147,3046.05,0
20111203 17:45:52,1320918.9,29.092182,93.148063,3045.7,0
20111203 17:45:52,1321224.06,29.089546,93.149049,3045.9,0
20111203 17:45:52,1325407.08,29.055416,93.166358,3038.07,0
20121205 23:30:17,1325418.59,29.055429,93.165523,3037.35,0
20101130 12:01:04,1325512.18,29.054556,93.165678,3037.73,0
20121205 23:30:17,1325721.52,29.052696,93.165366,3037.22,0
20101130 12:01:04,1325812,29.05183,93.165672,3037.81,0
20111203 17:45:52,1326312.39,29.047369,93.165033,3037.52,0
20101130 12:01:04,1326436.06,29.046339,93.164361,3037.38,0
20110812 11:28:54,1326522.87,29.045533,93.164478,3046.05,0
20121205 23:30:17,1326615.25,29.044445,93.164101,3036.99,0
20101130 12:01:04,1326822.96,29.043546,93.162238,3037.1,0
20111203 17:45:52,1327080.86,29.041867,93.160396,3036.76,0
20121205 23:30:17,1327115.45,29.041581,93.1602,3036.31,0
20110812 11:28:54,1327758.16,29.037732,93.155329,3041.67,0
20101130 12:01:04,1328460.1,29.032304,93.15315,3033.45,0
20110812 11:28:54,1328742.31,29.02971,93.152884,3039.54,0
20101130 12:01:04,1328754.18,29.029527,93.152286,3034.01,0
20111203 17:45:52,1328910.37,29.028195,93.152962,3034.57,0
20120226 13:33:31,1329022.42,29.027223,93.153317,5163.88,1
20120814 17:14:03,1330617.34,29.016412,93.163095,3036.98,0
20130817 22:57:25,1330630.63,29.015851,93.163013,3035.41,0
20111203 17:45:52,1330914.11,29.015161,93.165797,3030.79,0
20121205 23:30:17,1331232.58,29.014452,93.169122,3030.76,0
20121205 23:30:17,1331866.35,29.017357,93.175107,3029.52,0
20101102 01:31:55,1335219.1,29.023792,93.207577,5137.2,1
20120129 03:04:17,1338951.22,29.00383,93.228347,5037.52,1
20111105 07:16:27,1342144.76,28.992546,93.257467,5077.49,1
20130524 15:04:36,1342303.69,28.993172,93.258997,5401.67,1
20110811 23:23:13,1346775.08,28.998414,93.302623,4991.51,1
20130426 04:35:20,1349368.77,29.011443,93.313221,4859.51,1
20110420 17:06:28,1349432.21,29.011853,93.313675,4875.37,1
20130426 04:35:20,1354481.47,29.045182,93.347783,5086.37,1
20131110 06:39:07,1356626.68,29.051379,93.367903,4887.47,1
20120128 14:58:31,1358316,29.060613,93.379995,5137.96,1
20121107 00:55:27,1358331.25,29.060822,93.380504,5032.82,1
20110420 17:06:28,1358617.83,29.063407,93.380363,5117.43,1
20120128 14:58:31,1358918.02,29.066033,93.379625,5141.39,1
20130720 00:23:33,1360923.7,29.083136,93.38512,5044.33,1
20110714 12:54:00,1361823.78,29.089879,93.390128,4991.99,1
20111007 08:41:26,1369992.11,29.118268,93.442909,2988.33,0
20111007 08:41:26,1370342.03,29.121016,93.440806,2987.56,0
20111007 08:41:26,1370654.23,29.123763,93.438786,2986.1,0
20111007 08:41:26,1372855.51,29.13962,93.450155,2985.45,0
20111007 08:41:26,1373883.19,29.144769,93.458914,2984.87,0
20111007 08:41:26,1374329.31,29.147359,93.462737,2984.68,0
20111007 08:41:26,1374581.34,29.150074,93.462392,2984.58,0
20130425 16:29:40,1374625.11,29.150307,93.462841,5264.97,1
20111007 08:41:26,1374989.78,29.152676,93.465669,2993.88,0
20111007 08:41:26,1375235.32,29.155388,93.46519,2984.48,0
20111007 08:41:26,1375875.16,29.160701,93.467382,2983.77,0
20120716 18:38:58,1375962.96,29.161618,93.466546,5037.99,1
20120128 14:58:31,1376212.5,29.163774,93.467341,5141.34,1
20120128 14:58:31,1376535.12,29.16653,93.468591,5134.54,1
20130720 00:23:33,1376736.15,29.168377,93.468456,4905.59,1
20111007 08:41:26,1378179.26,29.173676,93.480889,2984.48,0
20111007 08:41:26,1380339.43,29.162463,93.497474,2981.21,0
20120716 06:33:15,1383248.56,29.172902,93.523933,5208.55,1
20111007 08:41:26,1384852.92,29.177248,93.539258,3021.59,1
20130102 10:13:14,1386017.61,29.174391,93.550381,4898.12,1
20110714 00:48:19,1386572.1,29.171654,93.55522,5110.7,1
20120422 10:45:51,1387025.59,29.17014,93.559504,5206.17,1
20130328 06:00:27,1388476.05,29.168723,93.573562,4931.91,1
20130328 06:00:27,1391734.6,29.17039,93.606645,4901.57,1
20111006 20:35:42,1396959.17,29.149053,93.639606,5034.07,1
20110322 18:34:07,1398877.85,29.148323,93.65773,4925.69,1
20130328 06:00:27,1400787.62,29.152228,93.676404,3982.36,1
20111006 20:35:42,1402451.89,29.161454,93.687797,5040.74,1
20111006 20:35:42,1403505.72,29.159024,93.6978,5045.74,1
20130913 21:34:47,1404141.58,29.153365,93.69876,4975.72,1
20120617 20:03:52,1405471.96,29.143314,93.705136,4983.12,1
20101227 10:38:25,1406515.64,29.137047,93.713139,4878.59,1
20120617 20:03:52,1410535.41,29.133895,93.75005,4990.5,1
20120324 12:10:56,1414626.99,29.153595,93.777412,4916.02,1
20121204 11:38:29,1414679.4,29.153486,93.777967,2952.03,0
20130327 17:54:46,1414726.47,29.153049,93.778211,4786.51,1
20121204 11:38:29,1415074.9,29.150704,93.780685,2951.36,0
20111202 05:53:57,1415457.79,29.147474,93.780314,2952.18,0
20120324 12:10:56,1417351.97,29.132468,93.787658,4920.13,1
20120324 12:10:56,1418232.31,29.124427,93.787567,4924.92,1
20121204 11:38:29,1418384.23,29.123586,93.788839,2949.14,0
20120324 12:10:56,1420298.98,29.117014,93.807172,4900.03,1
20101129 00:09:14,1421118.3,29.11694,93.81555,5013.26,1
20121204 11:38:29,1421132.44,29.117399,93.815714,2947.85,0
20130327 17:54:46,1422745.32,29.121924,93.83059,5173.27,1
20111202 05:53:57,1422966.18,29.121435,93.833358,2947.78,0
20111202 05:53:57,1423203.13,29.124127,93.833974,2947.85,0
20111202 05:53:57,1423426.93,29.12674,93.837215,2947.72,0
20121204 11:38:29,1423692.42,29.127618,93.832577,2947.13,0
20121204 11:38:29,1423955.96,29.130299,93.832649,2947.39,0
20130327 17:54:46,1424102.55,29.130058,93.828859,5171.53,1
20130227 07:25:30,1425039.1,29.140102,93.828609,3706.73,1
20120617 07:58:17,1425515.34,29.140226,93.83368,5001.95,1
20110221 19:56:27,1430516.89,29.131916,93.883354,4992.09,1
20110615 02:13:23,1430667.22,29.13213,93.885016,5004.63,1
20130227 07:25:30,1431483.08,29.130005,93.892776,3705.76,1
20130620 13:42:01,1433827.67,29.144275,93.9093,5027.19,1
20130227 07:25:30,1434580.11,29.151104,93.912506,3676.98,1
20111202 05:53:57,1434860.19,29.151783,93.907046,2940.06,0
20110907 22:00:41,1435743.94,29.160237,93.906678,4894.43,1
20120519 21:28:58,1435752.58,29.159834,93.905377,4769.11,1
20120617 07:58:17,1435887.01,29.16109,93.905241,4996.24,1
20111202 05:53:57,1435981.56,29.162673,93.907014,2943.76,0
20110907 22:00:41,1436078.32,29.162865,93.905014,4895.66,1
20111202 05:53:57,1436361.21,29.165476,93.904047,2940.94,0
20111202 05:53:57,1436670.09,29.168147,93.905222,2942.67,0
20111202 05:53:57,1436976.95,29.170824,93.906157,2943.2,0
20111202 05:53:57,1437649.71,29.176161,93.908553,2943.32,0
20111202 05:53:57,1437939.4,29.178819,93.910073,2944.36,0
20111202 05:53:57,1438358.41,29.181427,93.913266,2945.74,0
20110221 19:56:27,1438646.02,29.182273,93.916084,4893.89,1
20120910 03:45:45,1438783.72,29.18263,93.917465,5011.09,1
20110615 02:13:23,1439376.17,29.187644,93.922962,4946.82,1
20110907 22:00:41,1439658.68,29.187635,93.925852,4894.05,1
20110907 22:00:41,1440971.17,29.185355,93.93932,4894.73,1
20110907 22:00:41,1444629.79,29.194447,93.972631,4907.53,1
20120812 17:16:26,1444732.1,29.194752,93.973658,5204.22,1
20100807 05:46:42,1445102.87,29.194734,93.977458,4722.43,1
20101128 12:03:35,1446330.29,29.195932,93.98995,5042.73,1
20111201 17:48:22,1447557.52,29.198636,94.00103,4998.11,1
20110810 11:31:18,1452746.88,29.205772,94.045838,4698.22,1
20131108 18:47:13,1453532.41,29.203853,94.053809,4737.32,1
20110810 11:31:18,1454633.13,29.202517,94.064315,4694.17,1
20130815 22:59:49,1454849.81,29.202372,94.066583,2934.38,0
20121105 13:03:37,1457069.97,29.200889,94.088279,4313.62,1
20120519 09:23:21,1460514.26,29.201584,94.123428,4825.62,1
20120519 09:23:21,1462117.4,29.196585,94.137401,4849.21,1
20120812 05:10:48,1463129.49,29.193981,94.148017,4820.37,1
20110517 03:38:23,1463503.35,29.19866,94.151425,4833.62,1
20130129 08:50:29,1463652.21,29.194822,94.153301,4655.73,1
20111103 07:18:50,1465352.82,29.196995,94.170233,4752.33,1
20131108 06:41:39,1468563.39,29.212602,94.195753,4875.07,1
20101030 13:28:41,1469622.78,29.217385,94.205051,5048.98,1
20111102 19:13:17,1470177.32,29.219382,94.209679,4840.8,1
20101030 13:28:41,1470206.37,29.22553,94.207853,5067.24,1
20131108 06:41:39,1470238.08,29.221125,94.209721,4863.76,1
20110809 23:25:46,1471565.07,29.22986,94.217235,4597.01,1
20101030 13:28:41,1472198.06,29.234032,94.222286,5056.07,1
20121105 00:58:01,1472422.79,29.234308,94.224786,4873.48,1
20130129 08:50:29,1473158.13,29.238451,94.230684,4640.91,1
20131108 06:41:39,1474253.88,29.246262,94.237411,4842.28,1
20120420 22:54:01,1474616.04,29.249292,94.23907,4666.73,1
20111102 19:13:17,1478030.29,29.25894,94.269945,4835.27,1
20120714 18:41:20,1480022.59,29.255465,94.284961,4650.31,1
20131108 06:41:39,1480097.71,29.255832,94.285609,4835.64,1
20111102 19:13:17,1481012.47,29.264905,94.288786,4835.53,1
20130718 00:25:00,1482884.54,29.27529,94.303669,4579.84,1
20131108 06:41:39,1483256.44,29.278025,94.305019,4490.47,1
20110123 09:15:50,1483399.49,29.279491,94.306848,4787.19,1
20131108 06:41:39,1483553.6,29.280733,94.305305,4491.46,1
20110712 12:56:24,1483650.71,29.281354,94.30265,4631.37,1
20130718 00:25:00,1483834.2,29.283238,94.305033,4677.6,1
20110418 17:08:51,1483861.94,29.282993,94.299876,4611.04,1
20131108 06:41:39,1483869.36,29.283365,94.303053,4490.92,1
20130423 16:32:14,1486333.87,29.295184,94.319675,2923.92,0
20120126 15:01:04,1487120.96,29.305295,94.320897,4637.8,1
20110418 05:03:22,1490870.12,29.321557,94.354069,4090.67,1
20120126 15:01:04,1491600.48,29.325429,94.357477,4358.36,1
20130423 16:32:14,1491642.56,29.318118,94.367831,2921.01,0
20110123 09:15:50,1491878.2,29.326362,94.360563,4314.19,1
20130423 16:32:14,1492998.45,29.320985,94.373828,2920.62,0
20120420 10:48:25,1493188.28,29.322329,94.375416,2920.29,0
20120420 10:48:25,1493192.11,29.319649,94.376296,2922.66,0
20130423 16:32:14,1493570.6,29.329215,94.379617,2919.3,0
20130717 12:19:28,1493686.65,29.333512,94.377123,4638.07,1
20110712 00:50:53,1493745.56,29.333702,94.377718,4622.24,1
20130423 16:32:14,1493925.02,29.331964,94.381696,2919.38,0
20120714 06:35:48,1493986.05,29.334741,94.379901,4608.11,1
20110712 00:50:53,1494078.79,29.336464,94.379507,4568.75,1
20130717 12:19:28,1494247.1,29.336365,94.381807,4581.54,1
20110418 05:03:22,1494342.04,29.335827,94.383555,4061.26,1
20120420 10:48:25,1494387.58,29.336128,94.383871,2919.05,0
20120714 06:35:48,1494407.73,29.3375,94.382853,4577.35,1
20110712 12:56:24,1494738.67,29.337334,94.385257,4431.62,1
20130423 16:32:14,1494760.66,29.33745,94.385463,2918.68,0
20130423 16:32:14,1494977.29,29.340188,94.387192,2918.75,0
20130423 16:32:14,1495363.55,29.342945,94.389522,2918.53,0
20120420 10:48:25,1495424.54,29.341781,94.391583,2919.73,0
20130423 16:32:14,1495793.02,29.345723,94.392527,2918.37,0
20130423 16:32:14,1496286.15,29.348526,94.396383,2918.54,0
20130717 12:19:28,1496464.95,29.35036,94.396377,4691.59,1
20130423 16:32:14,1496597.18,29.35126,94.397938,2918.59,0
20110418 05:03:22,1496684.04,29.352264,94.39692,4013.06,1
20130423 16:32:14,1496873.08,29.353927,94.397289,2918.44,0
20130423 16:32:14,1497177.73,29.356628,94.39778,2918.61,0
20120420 10:48:25,1497346.06,29.358217,94.397573,2918.43,0
20120420 10:48:25,1498516.82,29.363962,94.408302,2918.69,0
20120420 10:48:25,1498727.25,29.366657,94.407782,2917.61,0
20130423 16:32:14,1498734.14,29.365069,94.410291,2918.59,0
20130423 16:32:14,1498966.63,29.367751,94.410162,2918.35,0
20120420 10:48:25,1499633.08,29.369646,94.416961,2918.05,0
20110418 05:03:22,1499708.58,29.368961,94.418677,4037.02,1
20120420 10:48:25,1499769.51,29.372329,94.416098,2917.67,0
20120420 10:48:25,1500155.56,29.377742,94.415859,2917.45,0
20130423 16:32:14,1500226.51,29.373459,94.421151,2919.39,0
20120420 10:48:25,1500344.9,29.375189,94.421007,2918.51,0
20120714 06:35:48,1500553.54,29.378684,94.420302,2924.47,0
20120420 10:48:25,1500930.76,29.380682,94.423396,2919.25,0
20120420 10:48:25,1501358.93,29.386111,94.423712,2917.4,0
20120714 06:35:48,1501727.93,29.381892,94.437979,2922.41,0
20130423 16:32:14,1501729.98,29.387093,94.427776,2918.19,0
20120420 10:48:25,1501795.15,29.388878,94.425583,2917.18,0
20130423 16:32:14,1501980.36,29.389773,94.42758,2918.39,0
20120420 10:48:25,1502014.09,29.391562,94.424741,2917.73,0
20130423 16:32:14,1502164.69,29.392415,94.426118,2918.41,0
20120420 10:48:25,1502403.43,29.394346,94.427161,2919.9,0
20130423 16:32:14,1502500.51,29.395145,94.427558,2918.48,0
20120420 10:48:25,1502666.08,29.397055,94.427157,2917.28,0
20120420 10:48:25,1502950.73,29.399778,94.427572,2916.73,0
20130423 16:32:14,1503070.07,29.400546,94.428482,2918.53,0
20121007 14:28:39,1503098.06,29.395087,94.439803,4487.84,1
20120420 10:48:25,1503282.77,29.402528,94.428896,2917.17,0
20130423 16:32:14,1503432.17,29.403291,94.430426,2918.13,0
20110712 00:50:53,1503672.01,29.403159,94.435555,2949.41,1
20120420 10:48:25,1503730.57,29.405345,94.432438,2916.75,0
20130423 16:32:14,1503901.75,29.406099,94.434428,2919.26,0
20120420 10:48:25,1504053.66,29.40809,94.43359,2917.65,0
20130423 16:32:14,1504330.15,29.408906,94.438402,2919.88,0
20110712 00:50:53,1505121.95,29.411626,94.44607,2922.48,0
20111004 20:38:15,1505215.37,29.411068,94.447234,2935.94,0
20120714 06:35:48,1505397.14,29.411709,94.448958,2921.46,0
20130717 12:19:28,1505473.83,29.41162,94.449798,2921.97,0
20121007 14:28:39,1505478.71,29.397338,94.454322,4535.54,1
20111004 20:38:15,1505489.88,29.413849,94.44927,2935.53,0
20120714 06:35:48,1505708.52,29.414482,94.451387,2921.25,0
20121007 02:23:11,1505925.94,29.411114,94.454744,2920.66,0
20121007 02:23:11,1506069.31,29.413797,94.455422,2927.31,0
20121007 02:23:11,1506099.81,29.408531,94.457394,2945.01,1
20120714 06:35:48,1506127.37,29.41729,94.454943,2920.54,0
20121007 14:28:39,1506802.66,29.415942,94.462516,4580.7,1
20121007 02:23:11,1506975.3,29.416725,94.464099,2922.43,0
20101225 22:46:27,1507087.09,29.415961,94.465522,2917.13,0
20111229 04:31:34,1507113.38,29.414289,94.466324,2917.35,0
20111229 04:31:34,1507168.37,29.416982,94.466063,2917.3,0
20111229 04:31:34,1507328.72,29.419709,94.466907,2917.27,0
20121007 02:23:11,1507405.35,29.4195,94.467784,2926.58,0
20101225 22:46:27,1507859.63,29.421105,94.472092,2918.05,0
20111004 20:38:15,1508025.36,29.420044,94.47413,2924.62,0
20121007 02:23:11,1508817.65,29.425198,94.479873,2922.33,0
20101225 22:46:27,1508874.25,29.426213,94.479788,2918.38,0
20111004 20:38:15,1508912.46,29.425682,94.480662,2922.75,0
20111004 20:38:15,1509148.98,29.428429,94.481451,2921.16,0
20121007 02:23:11,1509639.24,29.430698,94.484813,2920.74,0
20111004 20:38:15,1509714.85,29.431272,94.485216,2920.78,0
20101225 22:46:27,1510652.49,29.439251,94.490194,2918.96,0
20111004 20:38:15,1510916.74,29.437058,94.495541,2921.22,0
20101225 22:46:27,1511069.88,29.441829,94.493273,2921.5,0
20121007 02:23:11,1511214.59,29.43914,94.497523,2919.33,0
20111004 20:38:15,1511397.28,29.43991,94.499189,2920.77,0
20111004 20:38:15,1511418.31,29.44259,94.497079,2920.16,0
20121007 02:23:11,1511486.99,29.441862,94.498609,2919.13,0
20111004 20:38:15,1511780.01,29.445403,94.499233,2919.27,0
20121007 02:23:11,1512209.69,29.450067,94.503311,2918.7,0
20121007 02:23:11,1512527.7,29.44749,94.506874,2918.41,0
20130326 06:02:51,1514543.99,29.447117,94.527308,3416.56,1
20101225 10:40:59,1516310.66,29.443475,94.544889,2918.32,0
20120323 00:18:58,1517283.2,29.445556,94.554649,2915.02,0
20101225 10:40:59,1517434.38,29.446493,94.55576,2917.46,0
20120323 00:18:58,1517507.34,29.448261,94.555114,2914.97,0
20120323 00:18:58,1518432.65,29.453497,94.561718,2915.39,0
20120323 00:18:58,1518792.75,29.456144,94.564091,2915.84,0
20101225 10:40:59,1519123.21,29.454966,94.569048,2917.86,0
20101225 10:40:59,1519375.84,29.465628,94.563929,2917.17,0
20121230 22:10:10,1519422.5,29.460262,94.568635,2915.93,0
