time,chainage [m],lat,lon,observed height [m],outlier
20101225 10:40:59,2183389.73,27.479904,94.795988,99.57,0
20131106 18:49:38,2183535.02,27.481246,94.806887,100.99,0
20101029 01:36:43,2183572.57,27.477549,94.793326,100.97,0
20101225 10:40:59,2183707.11,27.477234,94.79711,99.46,0
20131106 18:49:38,2183834.15,27.478555,94.807238,101.03,0
20110320 06:28:21,2184251.13,27.462911,94.857615,102.45,0
20110320 06:28:21,2184472.12,27.460159,94.857089,102.32,0
20101225 10:40:59,2184735.5,27.474535,94.7973,99.47,0
20101029 01:36:43,2184812.3,27.474799,94.793806,100.95,0
20101225 10:40:59,2185476.41,27.471786,94.79588,99.6,0
20111101 07:21:15,2185499.8,27.468429,94.800735,100.33,0
20101225 10:40:59,2185604.67,27.469141,94.79782,99.4,0
20101225 10:40:59,2185868.97,27.466428,94.797531,99.29,0
20101225 10:40:59,2186126.01,27.463718,94.797362,99.24,0
20111101 07:21:15,2186141.59,27.463196,94.796723,100.36,0
20111228 16:26:00,2186141.59,27.464789,94.790082,99.16,0
20101029 01:36:43,2186141.59,27.466635,94.792504,101.03,0
20101029 01:36:43,2186141.59,27.463942,94.791155,100.83,0
20101225 10:40:59,2186157.57,27.46106,94.798887,99.07,0
20111101 07:21:15,2186307.96,27.460541,94.795966,100,0
20101225 10:40:59,2186390.65,27.4584,94.800351,99.12,0
20101029 01:36:43,2186406.01,27.461219,94.79078,100.72,0
20111101 07:21:15,2186516.02,27.457784,94.798508,100.24,0
20111228 16:26:00,2186522.99,27.45931,94.793368,98.95,0
20101225 10:40:59,2186681.05,27.455692,94.800218,99.2,0
20101029 01:36:43,2186732.59,27.458524,94.789499,100.72,0
20111228 16:26:00,2186817.15,27.456632,94.793023,98.96,0
20101029 01:36:43,2187084.2,27.455855,94.787369,100.59,0
20131106 18:49:38,2187271.61,27.449195,94.803144,100.37,0
20131106 18:49:38,2187550.52,27.44651,94.803288,100.41,0
20101029 01:36:43,2187666.22,27.45039,94.787224,100.52,0
20101029 01:36:43,2187979.86,27.447681,94.786384,100.51,0
20121230 22:10:10,2188218.53,27.442153,94.796937,98.83,0
20101029 01:36:43,2188312.35,27.444992,94.784903,100.55,0
20101029 01:36:43,2188618.35,27.442276,94.784319,100.51,0
20101029 01:36:43,2188787.09,27.439545,94.784181,100.43,0
20101029 01:36:43,2188787.09,27.436815,94.784017,100.34,0
20101225 10:40:59,2188787.09,27.438981,94.784686,98.72,0
20101029 01:36:43,2188902.92,27.434066,94.784467,100.38,0
20101029 01:36:43,2189174.74,27.431371,94.783193,100.17,0
20111101 07:21:15,2189176.11,27.433721,94.797075,99.82,0
20101029 01:36:43,2189468.49,27.428645,94.782912,100.15,0
20111101 07:21:15,2189494.16,27.431009,94.798178,99.81,0
20101029 01:36:43,2189538.7,27.425867,94.784311,100.13,0
20101029 01:36:43,2189538.7,27.423121,94.784663,100,0
20131106 18:49:38,2189729.62,27.430533,94.799855,100.07,0
20131106 18:49:38,2189960.75,27.427843,94.800153,99.96,0
20101225 10:40:59,2193346.98,27.412052,94.78855,98.46,0
20101029 01:36:43,2193450.27,27.420402,94.78415,99.95,0
20101225 10:40:59,2193601.01,27.40396,94.789277,98.02,0
20101029 01:36:43,2193822.49,27.404055,94.78214,99.52,0
20101029 01:36:43,2194132.05,27.401342,94.78144,99.44,0
20111101 07:21:15,2194171.85,27.399207,94.787172,98.98,0
20101029 01:36:43,2194755.9,27.398642,94.780346,99.32,0
20101029 01:36:43,2195283.75,27.39594,94.779275,99.2,0
20121007 02:23:11,2197290.69,27.414425,94.740148,101.76,0
20110808 11:33:43,2197968.66,27.409214,94.736589,101.74,0
20121103 13:06:01,2197994.02,27.387036,94.766279,98.78,0
20110808 11:33:43,2198356.34,27.406585,94.734078,101.68,0
20110808 11:33:43,2198642.64,27.403904,94.733227,101.44,0
20110808 11:33:43,2198824.25,27.40117,94.734089,101.5,0
20111004 20:38:15,2198995.6,27.400791,94.731917,99.8,0
20121007 02:23:11,2199317.23,27.387741,94.744579,101.05,0
20111004 20:38:15,2199324.98,27.392633,94.733569,99.63,0
20130813 23:02:15,2199338.62,27.385912,94.728187,99.92,0
20130813 23:02:15,2200493.68,27.383223,94.727809,99.85,0
20111004 20:38:15,2200889.37,27.376211,94.733492,99.19,0
20130813 23:02:15,2201039.74,27.377836,94.72734,99.88,0
20111004 20:38:15,2201143.58,27.373481,94.733704,99.21,0
20130813 23:02:15,2201338.43,27.37516,94.726559,99.85,0
20111004 20:38:15,2201417.94,27.37074,94.733535,99.17,0
20110808 11:33:43,2201448.16,27.371472,94.731513,100.68,0
20130813 23:02:15,2201579.56,27.372506,94.725055,99.8,0
20130813 23:02:15,2201579.56,27.369809,94.724915,99.66,0
20111004 20:38:15,2202151.58,27.359864,94.73581,98.95,0
20120810 17:18:51,2203135.16,27.367374,94.702532,99.62,0
20120810 17:18:51,2203443.6,27.364691,94.701634,99.48,0
20111004 20:38:15,2203874.37,27.343533,94.738635,98.59,0
20111004 20:38:15,2204163.47,27.34077,94.737793,98.58,0
20110808 11:33:43,2204611.99,27.341803,94.72799,99.72,0
20130813 23:02:15,2205361.24,27.340159,94.723006,98.96,0
20120810 17:18:51,2206068.73,27.353861,94.701273,99.25,0
20130717 12:19:28,2206965.08,27.335205,94.683973,98.9,0
20130717 12:19:28,2206965.08,27.337898,94.682795,98.94,0
20120714 06:35:48,2206965.08,27.339916,94.68111,99.52,0
20120810 17:18:51,2206965.08,27.337642,94.699846,98.63,0
20120810 17:18:51,2206965.08,27.332263,94.698502,98.5,0
20120714 06:35:48,2210105.5,27.334468,94.67877,99.38,0
20130717 12:19:28,2210239.05,27.321613,94.685737,98.68,0
20130717 12:19:28,2210433.42,27.31887,94.6853,98.51,0
20130717 12:19:28,2210641.62,27.316122,94.684706,98.68,0
20120714 06:35:48,2210884.09,27.313129,94.683877,99.21,0
20120714 06:35:48,2211063.5,27.310432,94.683583,99.2,0
20130717 12:19:28,2211249.13,27.302536,94.686661,98.06,0
20120714 06:35:48,2211288.53,27.30772,94.68277,99.05,0
20110712 00:50:53,2211439.09,27.310294,94.679319,98.3,0
20120714 06:35:48,2211535.01,27.299734,94.685202,98.94,0
20110712 00:50:53,2211801.69,27.307494,94.676969,98.32,0
20120714 06:35:48,2212016.1,27.296931,94.68148,98.96,0
20130423 16:32:14,2215954.24,27.305834,94.621273,95.08,0
20130521 03:15:08,2215954.24,27.316662,94.648374,96.86,0
20130521 03:15:08,2215954.24,27.31397,94.647138,96.85,0
20130521 03:15:08,2215954.24,27.297661,94.644784,96.22,0
20130521 03:15:08,2215954.24,27.294969,94.643553,96.26,0
20130521 03:15:08,2215954.24,27.292277,94.642317,96.2,0
20130521 03:15:08,2215954.24,27.289579,94.641292,96.21,0
20130521 03:15:08,2215954.24,27.286798,94.642903,96.11,0
20130521 03:15:08,2215954.24,27.284075,94.642678,96.12,0
20120517 21:31:23,2215954.24,27.292108,94.634266,97.06,0
20120517 21:31:23,2216166.18,27.286748,94.634184,97.15,0
20110418 05:03:22,2216305.67,27.296699,94.615775,94.85,0
20120517 21:31:23,2216419.16,27.284071,94.634066,97.21,0
20130521 03:15:08,2216484.66,27.278647,94.64163,96.06,0
20110418 05:03:22,2216547.86,27.294011,94.615863,94.81,0
20120517 21:31:23,2216699.99,27.281409,94.633438,97.05,0
20110418 05:03:22,2216888.94,27.288708,94.618423,94.6,0
20120517 21:31:23,2216944.61,27.278727,94.633474,97.21,0
20120420 10:48:25,2217104.95,27.284518,94.621379,95.75,0
20110418 05:03:22,2217381.52,27.283327,94.618464,94.38,0
20130423 16:32:14,2218588.7,27.273556,94.624798,94.66,0
20130423 16:32:14,2218744.48,27.270865,94.625065,94.63,0
20130423 16:32:14,2218963.85,27.268151,94.624567,94.61,0
20120420 10:48:25,2219048.5,27.268258,94.623437,95.38,0
20130423 16:32:14,2219434.24,27.260077,94.625331,94.38,0
20120420 10:48:25,2219507.21,27.260126,94.624392,95.26,0
20130423 16:32:14,2219562.91,27.257397,94.625923,94.35,0
20120420 10:48:25,2219631.6,27.257426,94.625053,95.28,0
20130423 16:32:14,2219761.05,27.25469,94.625681,94.31,0
20130521 03:15:08,2219874.07,27.221532,94.634475,94.62,0
20120420 10:48:25,2220027.4,27.246578,94.626162,94.94,0
20110418 05:03:22,2220450.83,27.253799,94.620917,94.03,0
20120420 10:48:25,2220581.51,27.240986,94.621317,94.58,0
20130128 20:44:57,2224676.8,27.244478,94.557694,91.18,0
20130128 20:44:57,2226301.37,27.223354,94.567895,91.38,0
20110123 09:15:50,2226301.37,27.226526,94.561173,91.29,0
20110219 19:58:50,2226301.37,27.225367,94.555802,91.95,0
20130521 03:15:08,2227914.55,27.177932,94.631722,93.49,0
20110418 05:03:22,2227914.55,27.173374,94.63098,91.77,0
20110123 09:15:50,2229018.88,27.215881,94.563392,90.95,0
20110123 09:15:50,2229116.91,27.213238,94.564513,90.79,0
20110123 09:15:50,2229302.05,27.210561,94.564551,90.74,0
20110123 09:15:50,2229637.66,27.207826,94.562718,90.8,0
20130128 20:44:57,2230108.79,27.180592,94.571754,90.37,0
20130128 20:44:57,2230108.79,27.183282,94.57209,90.4,0
20110123 09:15:50,2230108.79,27.186576,94.568384,89.79,0
20110123 09:15:50,2230147.47,27.189224,94.567409,89.76,0
20110123 09:15:50,2230439.52,27.2051,94.561176,90.78,0
20130225 07:27:54,2230910.08,27.214904,94.545571,90.78,0
20130225 07:27:54,2230910.08,27.212218,94.544203,90.74,0
20120126 15:01:04,2231149.03,27.205871,94.546224,90.38,0
20130225 07:27:54,2231206.66,27.204042,94.54389,90.54,0
20130128 20:44:57,2231929.41,27.175056,94.566095,90.22,0
20130128 20:44:57,2231929.41,27.177804,94.56828,90.28,0
20110123 09:15:50,2231929.41,27.175845,94.567795,89.75,0
20110123 09:15:50,2231929.41,27.183896,94.56831,89.76,0
20110123 09:15:50,2232108.74,27.157193,94.57085,89.26,0
20120126 15:01:04,2232395.26,27.167669,94.550126,89.07,0
20110123 09:15:50,2232395.26,27.15173,94.56745,89.37,0
20130225 07:27:54,2233154.58,27.195834,94.544602,90.18,0
20130225 07:27:54,2233327.7,27.190444,94.542436,90.05,0
20130225 07:27:54,2233389.53,27.187742,94.541601,89.98,0
20130225 07:27:54,2233417.46,27.201359,94.542397,90.46,0
20130225 07:27:54,2233439.58,27.185036,94.540884,89.94,0
20130225 07:27:54,2233923.61,27.18239,94.538214,89.83,0
20130225 07:27:54,2234944.66,27.177009,94.53576,89.67,0
20110219 19:58:50,2235711.9,27.1685,94.543797,90.27,0
20111130 05:56:20,2237237.98,27.154657,94.51043,88.75,0
20101030 13:28:41,2237451.26,27.152662,94.510015,90.09,0
20111130 05:56:20,2237538.41,27.151935,94.510462,88.69,0
20120126 15:01:04,2237544.18,27.156488,94.542687,88.92,0
20130225 07:27:54,2237689.94,27.155002,94.541546,89.41,0
20120126 15:01:04,2237847.18,27.153754,94.542799,88.87,0
20130225 07:27:54,2237930.06,27.152371,94.538385,89.36,0
20101030 13:28:41,2238058.98,27.14728,94.510949,89.9,0
20130225 07:27:54,2238217.16,27.149665,94.537683,89.31,0
20120126 15:01:04,2238509.61,27.148429,94.547606,88.45,0
20130225 07:27:54,2238516.11,27.146939,94.537593,89.24,0
20130128 20:44:57,2238631.63,27.145526,94.56455,89.53,0
20130128 20:44:57,2238631.63,27.148219,94.564988,89.6,0
20130225 07:27:54,2238631.63,27.144206,94.537734,89.17,0
20110123 09:15:50,2238631.63,27.149135,94.570127,89.14,0
20110219 19:58:50,2238694.35,27.14128,94.542629,89.43,0
20130225 07:27:54,2238836.05,27.141508,94.536759,89.16,0
20110219 19:58:50,2239014.71,27.138589,94.541495,89.28,0
20130225 07:27:54,2239174.93,27.138838,94.534891,89.05,0
20101030 13:28:41,2239194.3,27.144618,94.512328,89.88,0
20111130 05:56:20,2239313.56,27.143743,94.511426,88.4,0
20111130 05:56:20,2239634.1,27.141058,94.510263,88.27,0
20111130 05:56:20,2239896.66,27.138301,94.511421,88.27,0
20130225 07:27:54,2240580.28,27.127847,94.537348,88.24,0
20130225 07:27:54,2241179.22,27.12246,94.535114,88.07,0
20130128 20:44:57,2241863.19,27.104929,94.551846,87.87,0
20130128 20:44:57,2241863.19,27.10768,94.554133,88.73,0
20130128 20:44:57,2241863.19,27.110386,94.554958,88.52,0
20110219 19:58:50,2241932.19,27.105974,94.538504,88.3,0
20130225 07:27:54,2243488.22,27.092558,94.531508,87.13,0
20120126 15:01:04,2243651.92,27.093091,94.528638,86.68,0
20130225 07:27:54,2243802.7,27.089875,94.530063,87.14,0
20120126 15:01:04,2243966.63,27.090312,94.527295,87.08,0
20110219 19:58:50,2243990.81,27.089968,94.527335,87.62,0
20101030 13:28:41,2244159.44,27.101338,94.512502,89.13,0
20110219 19:58:50,2244238.93,27.087257,94.526847,87.74,0
20101030 13:28:41,2244357.63,27.098638,94.512699,89.11,0
20120126 15:01:04,2244406.89,27.084833,94.527163,86.99,0
20101030 13:28:41,2244577.93,27.09593,94.512596,88.99,0
20101030 13:28:41,2244828.41,27.093209,94.512086,88.95,0
20101030 13:28:41,2245096.79,27.09048,94.511335,88.88,0
20101030 13:28:41,2245416.04,27.08773,94.509897,88.92,0
20131108 06:41:39,2246960.4,27.077823,94.501807,88.2,0
20111130 05:56:20,2247240.09,27.073349,94.500217,86.49,0
20111102 19:13:17,2247455.47,27.069264,94.498149,87.27,0
20111130 05:56:20,2247473.85,27.070628,94.500231,86.56,0
20111130 05:56:20,2247649.19,27.067933,94.499379,86.33,0
20111102 19:13:17,2247789.29,27.0666,94.49978,87.23,0
20111102 19:13:17,2247852.81,27.063802,94.497069,87.07,0
20111130 05:56:20,2247856.08,27.065225,94.498996,86.36,0
20101030 13:28:41,2248390.11,27.07168,94.515737,88.54,0
20101030 13:28:41,2248492.23,27.068976,94.515789,88.53,0
20121105 00:58:01,2248693.84,27.065702,94.507358,87.68,0
20101030 13:28:41,2248790.26,27.066277,94.515991,88.56,0
20111102 19:13:17,2249016.35,27.061101,94.497501,87.04,0
20131108 06:41:39,2249065.55,27.061539,94.502765,87.9,0
20101030 13:28:41,2249090.95,27.06358,94.516257,88.57,0
20130225 07:27:54,2249103.45,27.065392,94.527691,86.49,0
20131108 06:41:39,2249367.23,27.058827,94.502995,87.38,0
20130225 07:27:54,2249389.03,27.062683,94.527067,86.33,0
20130225 07:27:54,2249689.6,27.059953,94.52713,86.3,0
20110219 19:58:50,2250004.73,27.057195,94.529391,87.1,0
20110219 19:58:50,2250004.73,27.05446,94.529724,86.98,0
20101030 13:28:41,2250842.86,27.042025,94.519066,88.04,0
20111102 19:13:17,2251121.04,27.055733,94.499445,86.9,0
20111130 05:56:20,2251249.78,27.054334,94.49921,86.03,0
20121105 00:58:01,2251714.04,27.038805,94.510339,87.42,0
20131108 06:41:39,2252139.25,27.047676,94.49415,87.72,0
20131108 06:41:39,2252298.59,27.03448,94.506956,87.36,0
20111130 05:56:20,2253318.87,27.049203,94.48923,85.98,0
20111130 05:56:20,2253532.7,27.046523,94.487911,86.1,0
20111102 19:13:17,2253710.63,27.047168,94.485832,86.84,0
20111130 05:56:20,2253792.43,27.043859,94.486107,85.92,0
20111102 19:13:17,2253875.27,27.044429,94.485047,86.58,0
20121202 11:40:54,2256485.38,27.025693,94.463831,85.61,0
20121202 11:40:54,2257268.34,27.012202,94.463966,85.32,0
20130815 10:54:17,2257776.53,27.025108,94.449121,88.87,0
20121202 11:40:54,2257903.91,27.009683,94.458263,85.35,0
20121202 11:40:54,2258312.88,27.007079,94.455271,85.17,0
20121202 11:40:54,2258767.43,27.00441,94.454343,85.17,0
20110809 23:25:46,2259151.29,27.004712,94.448846,89.44,0
20130815 10:54:17,2259176.79,27.001015,94.452293,88.74,0
20130815 10:54:17,2259352.57,26.998339,94.452662,88.82,0
20110809 23:25:46,2259384.02,27.002018,94.448464,89.35,0
20120812 05:10:48,2259481.21,27.003139,94.446001,89.09,0
20120812 05:10:48,2259652.18,27.000423,94.446476,88.96,0
20130815 10:54:17,2259662.18,26.995608,94.451279,88.92,0
20110809 23:25:46,2259663.62,26.999305,94.447468,89.46,0
20110809 23:25:46,2259777.48,26.996661,94.448641,89.31,0
20120812 05:10:48,2259881.37,26.997684,94.446188,88.98,0
20120812 05:10:48,2260159.73,26.994924,94.445257,89.01,0
20120812 05:10:48,2260339.07,26.992205,94.445622,88.8,0
20110809 23:25:46,2260391.16,26.988614,94.448601,89.36,0
20120908 15:53:47,2260756.29,27.014265,94.404961,87.14,0
20110906 10:08:45,2260756.29,27.014331,94.403186,86.79,0
20120908 15:53:47,2260783.5,27.01162,94.403871,87.13,0
20110906 10:08:45,2260829.01,27.011603,94.402905,86.73,0
20130522 15:07:08,2263437.49,27.005974,94.389,86,0
20120908 15:53:47,2263906.25,26.987533,94.403175,87.43,0
20110906 10:08:45,2265900.16,26.973421,94.398445,86.55,0
20130522 15:07:08,2265995.93,26.971269,94.394871,86.15,0
20130522 15:07:08,2265995.93,26.973848,94.39153,86.28,0
20110517 03:38:23,2265995.93,27.005199,94.377054,85.89,0
20110906 10:08:45,2265995.93,26.970691,94.398208,86.58,0
20120908 15:53:47,2266348.05,26.960867,94.399319,87.37,0
20110906 10:08:45,2266395.78,26.959691,94.39984,86.81,0
20130522 15:07:08,2266721.78,26.963133,94.392148,86.35,0
20130522 15:07:08,2266897.7,26.960458,94.392441,86.5,0
20110517 03:38:23,2268493.25,26.957062,94.383027,85.88,0
20110517 03:38:23,2268582.2,26.965093,94.382289,85.62,0
20120519 09:23:21,2270055.33,27.003391,94.372478,87.45,0
20120615 20:06:16,2271796.95,26.960876,94.350678,87.17,0
20120615 20:06:16,2271837.76,26.958198,94.349997,87.2,0
20130226 19:19:50,2273881.51,26.95897,94.318646,81.41,0
20120224 13:36:02,2274406.08,26.954317,94.316242,81.65,0
20130226 19:19:50,2274653.06,26.945498,94.321529,81.65,0
20120224 13:36:02,2274822.1,26.948909,94.315999,81.66,0
20130226 19:19:50,2274879.05,26.942775,94.321189,81.63,0
20130619 01:53:52,2274886.97,26.952248,94.311911,85.01,0
20130226 19:19:50,2275080.85,26.940061,94.321159,81.61,0
20110221 07:50:47,2275443.12,26.945032,94.311573,82.73,0
20130619 01:53:52,2275857.64,26.938648,94.312295,84.93,0
20130226 19:19:50,2276355.91,26.921123,94.322703,81.37,0
20130619 01:53:52,2276459.28,26.933298,94.309551,85.09,0
20110221 07:50:47,2276494.13,26.928776,94.313471,82.45,0
20120224 13:36:02,2276532.58,26.922017,94.31951,81.52,0
20110221 07:50:47,2276720.96,26.926047,94.313126,82.45,0
20120224 13:36:02,2277081.28,26.903164,94.321061,82.48,0
20130619 01:53:52,2277359.62,26.925178,94.30851,84.78,0
20110221 07:50:47,2277679.02,26.920392,94.306187,82.73,0
20130619 01:53:52,2277759.19,26.917027,94.308442,84.78,0
20110221 07:50:47,2277930.71,26.917653,94.305547,82.72,0
20130619 01:53:52,2277954.11,26.914306,94.308538,84.83,0
20130619 01:53:52,2278264.84,26.911635,94.307047,84.83,0
20110221 07:50:47,2278387.53,26.914831,94.302265,82.63,0
20130619 01:53:52,2278568.86,26.908961,94.305648,84.76,0
20101128 12:03:35,2281493.19,26.908121,94.256816,82.03,0
20120323 00:18:58,2282314.15,26.891818,94.270017,81.97,0
20101128 12:03:35,2282339.59,26.891984,94.266272,82.5,0
20120323 00:18:58,2283872.57,26.878337,94.264415,81.83,0
20121203 23:32:49,2286678.5,26.869118,94.263352,82.14,0
20120323 00:18:58,2286726.48,26.875661,94.262653,81.85,0
20121203 23:32:49,2286737.38,26.871833,94.262672,82.24,0
20121203 23:32:49,2286789.75,26.87455,94.262057,82.29,0
20120323 00:18:58,2286830.65,26.87296,94.261701,81.8,0
20120323 00:18:58,2286865.88,26.867503,94.261531,81.85,0
20101128 12:03:35,2286912.95,26.872646,94.260888,82.25,0
20101128 12:03:35,2286913.7,26.869909,94.260972,82.23,0
20111201 17:48:22,2286915.76,26.87267,94.260859,81.93,0
20120323 00:18:58,2286924.34,26.870255,94.260854,81.86,0
20110320 18:33:53,2288037.49,26.862447,94.250434,81.74,0
20110320 18:33:53,2288040.02,26.865107,94.251086,81.62,0
20110320 18:33:53,2288205.1,26.878456,94.252797,81.59,0
20130326 06:02:51,2288513.51,26.878857,94.249739,81.49,0
20130326 06:02:51,2288650.69,26.862911,94.244269,81.55,0
20130326 06:02:51,2288687.86,26.870918,94.245929,81.7,0
20101225 22:46:27,2293757.14,26.885127,94.198507,80.85,0
20101225 22:46:27,2293802.07,26.8878,94.198881,80.78,0
20130913 09:29:09,2293963.94,26.875944,94.193475,84.55,0
20130913 09:29:09,2294007.15,26.873212,94.192168,84.6,0
20101225 22:46:27,2294011.79,26.893185,94.198398,80.63,0
20101225 22:46:27,2294012.16,26.895844,94.19923,80.66,0
20130913 09:29:09,2294116.85,26.881331,94.193582,84.44,0
20130913 09:29:09,2294143.82,26.878604,94.192445,84.29,0
20130913 09:29:09,2294380.34,26.897509,94.194418,83.83,0
20130913 09:29:09,2294380.34,26.900168,94.193375,83.84,0
20120910 03:45:45,2294380.34,26.899601,94.190378,82.51,0
20110907 22:00:41,2294380.34,26.894865,94.193395,83.2,0
20110907 22:00:41,2294380.34,26.897572,94.193725,82.98,0
20110907 22:00:41,2294380.34,26.900215,94.192022,83.04,0
20101225 22:46:27,2294418.64,26.923065,94.187265,83.05,0
20111229 04:31:34,2296719.74,26.901686,94.179205,80.17,0
20111229 04:31:34,2296811.62,26.904413,94.179696,80.15,0
20111229 04:31:34,2296926.55,26.907132,94.179926,80.17,0
20121007 14:28:39,2299491.67,26.909052,94.133207,83.31,0
20121007 14:28:39,2299591.5,26.906348,94.132931,83.35,0
20121007 14:28:39,2299799.85,26.903679,94.131528,83.27,0
20121007 14:28:39,2300134.13,26.887368,94.132622,83.36,0
20130620 13:42:01,2300926.24,26.864545,94.127418,81.87,0
20130620 13:42:01,2300926.24,26.867266,94.127324,81.84,0
20120617 07:58:17,2300926.24,26.869311,94.126983,83.01,0
20110615 02:13:23,2301179.87,26.874807,94.123557,82.29,0
20110615 02:13:23,2301387.07,26.877515,94.122818,82.31,0
20120617 07:58:17,2301651,26.888099,94.126079,82.86,0
20120617 07:58:17,2301780.84,26.890791,94.126202,82.94,0
20120617 07:58:17,2301986.93,26.893456,94.12545,82.84,0
20130620 13:42:01,2302092.97,26.891654,94.123194,81.59,0
20130620 13:42:01,2302275.98,26.894363,94.122728,81.64,0
20120617 07:58:17,2302540.76,26.901473,94.123933,82.58,0
20130620 13:42:01,2302562.96,26.899811,94.122704,81.61,0
20120617 07:58:17,2302764.42,26.904131,94.122979,82.63,0
20130620 13:42:01,2302834.86,26.905252,94.122491,81.66,0
20120617 07:58:17,2302834.86,26.906805,94.122508,82.64,0
20110615 02:13:23,2302834.86,26.902004,94.120007,82.11,0
20110615 02:13:23,2302834.86,26.904702,94.118956,82.14,0
20111005 08:43:49,2303033.61,26.901489,94.109512,81.5,0
20111005 08:43:49,2303127.74,26.898821,94.10857,81.36,0
20111005 08:43:49,2303133.64,26.906917,94.108511,81.51,0
20111005 08:43:49,2303163.32,26.904228,94.108214,81.52,0
20111005 08:43:49,2303166.41,26.896135,94.108183,81.24,0
20111005 08:43:49,2303213.18,26.893451,94.107715,81.27,0
20111005 08:43:49,2303265.74,26.874582,94.107189,80.96,0
20130327 17:54:46,2307411.5,26.90769,94.052259,77.94,0
20130327 17:54:46,2308647.65,26.864096,94.057396,77.99,0
20130327 17:54:46,2308706.82,26.866812,94.056814,77.97,0
20110322 06:25:48,2308709.57,26.88535,94.056856,79.71,0
20130327 17:54:46,2308713.44,26.869545,94.056758,77.98,0
20110712 12:56:24,2308859.21,26.868417,94.055295,82.12,0
20130718 00:25:00,2309175.43,26.866968,94.052125,81.6,0
20110322 06:25:48,2309276.75,26.882439,94.051169,79.54,0
20130718 00:25:00,2309343.02,26.86434,94.050438,81.91,0
20110322 06:25:48,2309530.5,26.868688,94.048578,79.33,0
20110322 06:25:48,2309552.21,26.871416,94.048371,79.41,0
20110322 06:25:48,2309553.78,26.879618,94.048386,79.5,0
20120714 18:45:11,2309631.86,26.882938,94.047617,82.5,0
20120714 18:45:11,2309644.9,26.874783,94.047456,82.39,0
20120714 18:45:11,2309665.43,26.866626,94.04722,82.33,0
20110322 06:25:48,2309701.42,26.876838,94.046898,79.37,0
20120714 18:45:11,2309701.81,26.869331,94.046866,82.42,0
20110322 06:25:48,2309731.17,26.874094,94.04659,79.46,0
20120714 18:45:11,2309753.08,26.872032,94.046363,82.43,0
20130718 00:25:00,2311617.53,26.829654,94.045345,81.74,0
20111230 16:23:28,2311617.53,26.81543,93.992358,76.29,0
20111230 16:23:28,2311617.53,26.823754,93.998521,76.51,0
20101227 10:38:25,2311617.53,26.817366,93.993955,77.4,0
20101227 10:38:25,2311617.53,26.820108,93.99526,77.37,0
20101227 10:38:25,2311617.53,26.82284,93.99624,77.31,0
20110418 17:08:51,2313730.4,26.856282,94.004954,78.53,0
20110418 17:08:51,2313759.19,26.858965,94.005424,78.51,0
20130424 04:37:44,2313939.18,26.862773,93.997186,78.32,0
20130424 04:37:44,2313939.18,26.86008,93.997219,78.36,0
20130424 04:37:44,2313939.18,26.857392,93.997072,78.5,0
20130424 04:37:44,2313939.18,26.854668,93.998104,78.44,0
20130424 04:37:44,2313939.18,26.852018,93.996764,78.45,0
20130424 04:37:44,2313939.18,26.849343,93.996227,78.47,0
20130424 04:37:44,2313939.18,26.84666,93.995952,78.47,0
20130424 04:37:44,2313939.18,26.835966,93.993603,78.39,0
20101227 10:38:25,2313939.18,26.836217,93.99204,77.5,0
20101227 10:38:25,2313939.18,26.847017,93.991855,77.45,0
20101227 10:38:25,2313939.18,26.84971,93.991563,77.42,0
20101227 10:38:25,2313939.18,26.852369,93.990194,77.44,0
20101227 10:38:25,2316952.65,26.892707,93.984288,76.92,0
20111230 16:23:28,2317029.18,26.893745,93.98286,76.01,0
20111230 16:23:28,2317319.53,26.845077,93.986915,76.87,0
20111230 16:23:28,2317319.53,26.853154,93.985124,76.93,0
20111230 16:23:28,2317319.53,26.866681,93.984268,76.95,0
20111230 16:23:28,2317319.53,26.869377,93.983809,76.9,0
20101227 10:38:25,2317319.53,26.863187,93.990601,77.11,0
20101227 10:38:25,2317319.53,26.865839,93.988992,77.06,0
20101227 10:38:25,2317319.53,26.868518,93.988287,76.9,0
20101227 10:38:25,2317319.53,26.873909,93.987885,76.86,0
20101227 10:38:25,2317676.99,26.900609,93.9778,78.45,0
20120420 22:54:01,2318289.49,26.860106,93.970789,78.82,0
20130129 08:50:29,2321826.39,26.896595,93.933903,75.36,0
20110123 21:21:21,2322309.28,26.893661,93.93038,74.54,0
20130129 08:50:29,2322708.77,26.891351,93.927352,75.07,0
20121009 02:20:37,2322761.77,26.889519,93.928425,79.37,0
20130129 08:50:29,2323022.22,26.888674,93.925812,75.16,0
20130129 08:50:29,2323265.2,26.885968,93.925228,75.17,0
20130129 08:50:29,2323534.79,26.883273,93.924283,75.22,0
20121009 02:20:37,2323578.06,26.876182,93.930568,80.08,0
20131012 08:04:06,2323581.6,26.884995,93.922002,77.27,0
20110123 21:21:21,2323614.11,26.877316,93.928997,75.15,0
20131012 08:04:06,2323769.32,26.882268,93.922166,77.3,0
20130129 08:50:29,2323773.29,26.880565,93.92376,75.46,0
20131012 08:04:06,2323888.7,26.879569,93.923203,77.56,0
20111006 20:35:42,2323902.29,26.890855,93.912114,77.24,0
20130129 08:50:29,2324041.78,26.861016,93.939122,75.5,0
20121009 02:20:37,2324101.59,26.873371,93.926391,79.51,0
20130129 08:50:29,2324304.6,26.872363,93.924692,75.77,0
20110123 21:21:21,2325366.34,26.861005,93.926556,75.56,0
